Suburb,Postcode,Level,School,approx,dist_m,dist_m_round,label,Rcodes_list,Top_rcode,Top_rcode_pct,in_bushfire_prone,pct_overlap
Wembley,6014,Secondary,Shenton College,FALSE,,,Shenton College,"R20 (0.6%), R40 (0.5%), R40/60 (0.2%)",R20,0.6,FALSE,0
Wembley,6014,Secondary,Shenton College,FALSE,,,"Shenton College, Bob Hawke College","R20 (0.6%), R40 (0.5%), R40/60 (0.2%)",R20,0.6,FALSE,0
Wembley Downs,6019,Primary,Balcatta PS,TRUE,2367.167554,2367,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~2367 m)",,,,TRUE,12.22950116
Wembley Downs,6019,Primary,Osborne PS,TRUE,2367.167554,2367,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~2367 m)",,,,TRUE,12.22950116
Wembley Downs,6019,Primary,West Balcatta PS,TRUE,2367.167554,2367,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~2367 m)",,,,TRUE,12.22950116
Wembley Downs,6019,Secondary,Churchlands Senior High School,FALSE,,,Churchlands Senior High School,,,,TRUE,12.22950116
Wembley Downs,6019,Secondary,Shenton College,FALSE,,,Shenton College,,,,TRUE,12.22950116
West Leederville,6007,Primary,Tuart Hill Primary School,TRUE,1422.758324,1423,Tuart Hill Primary School (approx ~1423 m),R40 (0.3%),R40,0.3,FALSE,0
West Leederville,6007,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,R40 (0.3%),R40,0.3,FALSE,0
West Perth,6005,Primary,South Perth Primary School,TRUE,815.5326885,816,South Perth Primary School (approx ~816 m),"R160 (3.4%), R80 (2.1%), R50 (0.2%)",R160,3.4,TRUE,4.091327335
West Perth,6005,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,"R160 (3.4%), R80 (2.1%), R50 (0.2%)",R160,3.4,TRUE,4.091327335
West Perth,6005,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R160 (3.4%), R80 (2.1%), R50 (0.2%)",R160,3.4,TRUE,4.091327335
West Swan,6055,Primary,Morley Primary School,TRUE,7116.278895,7116,Morley Primary School (approx ~7116 m),,,,TRUE,44.92373898
West Swan,6055,Secondary,John Forrest Secondary College,TRUE,5920.639208,5921,John Forrest Secondary College (approx ~5921 m),,,,TRUE,44.92373898
Westminster,6061,Primary,Nollamara Primary School,TRUE,293.8242929,294,Nollamara Primary School (approx ~294 m),,,,TRUE,10.54528511
Westminster,6061,Secondary,Balcatta SHS,TRUE,1916.951708,1917,"Carine SHS, Balcatta SHS (approx ~1917 m)",,,,TRUE,10.54528511
Westminster,6061,Secondary,Carine SHS,TRUE,1916.951708,1917,"Carine SHS, Balcatta SHS (approx ~1917 m)",,,,TRUE,10.54528511
White Gum Valley,6162,Primary,Manning Primary School,TRUE,7846.804291,7847,Manning Primary School (approx ~7847 m),R40 (0.0%),R40,0,TRUE,8.614872633
White Gum Valley,6162,Secondary,Frenantle College,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College",R40 (0.0%),R40,0,TRUE,8.614872633
White Gum Valley,6162,Secondary,John Curtin College of the Arts,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College",R40 (0.0%),R40,0,TRUE,8.614872633
White Gum Valley,6162,Secondary,Melville SHS,FALSE,,,"John Curtin College of the Arts, Melville SHS, Frenantle College",R40 (0.0%),R40,0,TRUE,8.614872633
Whiteman,6068,Primary,Morley Primary School,TRUE,2908.508145,2909,Morley Primary School (approx ~2909 m),,,,TRUE,83.41313529
Whiteman,6068,Secondary,John Forrest Secondary College,TRUE,4599.613691,4600,John Forrest Secondary College (approx ~4600 m),,,,TRUE,83.41313529
Willagee,6156,Primary,Manning Primary School,TRUE,4250.492245,4250,Manning Primary School (approx ~4250 m),"R40/60 (12.3%), R25 (7.0%), R20/60 (4.9%), R60 (2.6%)",R40/60,12.3,FALSE,0
Willagee,6156,Secondary,Applecross Senior High School,FALSE,,,Applecross Senior High School,"R40/60 (12.3%), R25 (7.0%), R20/60 (4.9%), R60 (2.6%)",R40/60,12.3,FALSE,0
Willagee,6156,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R40/60 (12.3%), R25 (7.0%), R20/60 (4.9%), R60 (2.6%)",R40/60,12.3,FALSE,0
Willetton,6155,Primary,Manning Primary School,TRUE,974.1402972,974,Manning Primary School (approx ~974 m),"R20 (19.4%), R40 (2.8%), R30 (0.7%)",R20,19.4,TRUE,5.529574558
Willetton,6155,Secondary,Leeming SHS,FALSE,,,"Willeton SHS, Leeming SHS","R20 (19.4%), R40 (2.8%), R30 (0.7%)",R20,19.4,TRUE,5.529574558
Willetton,6155,Secondary,Leeming Senior High School,FALSE,,,Leeming Senior High School,"R20 (19.4%), R40 (2.8%), R30 (0.7%)",R20,19.4,TRUE,5.529574558
Willetton,6155,Secondary,Rossmoyne Senior High School,FALSE,,,Rossmoyne Senior High School,"R20 (19.4%), R40 (2.8%), R30 (0.7%)",R20,19.4,TRUE,5.529574558
Willetton,6155,Secondary,Willeton SHS,FALSE,,,"Willeton SHS, Leeming SHS","R20 (19.4%), R40 (2.8%), R30 (0.7%)",R20,19.4,TRUE,5.529574558
Willetton,6155,Secondary,Willeton Senior High School,FALSE,,,Willeton Senior High School,"R20 (19.4%), R40 (2.8%), R30 (0.7%)",R20,19.4,TRUE,5.529574558
Wilson,6107,Primary,Curtin PS,TRUE,507.1329824,507,"Curtin PS, Manning PS (approx ~507 m)","R25 (7.2%), R60 (0.4%), R80 (0.1%), R20 (0.0%)",R25,7.2,TRUE,28.83601513
Wilson,6107,Primary,Manning PS,TRUE,507.1329824,507,"Curtin PS, Manning PS (approx ~507 m)","R25 (7.2%), R60 (0.4%), R80 (0.1%), R20 (0.0%)",R25,7.2,TRUE,28.83601513
Wilson,6107,Secondary,Como Secondary College,FALSE,,,Como Secondary College,"R25 (7.2%), R60 (0.4%), R80 (0.1%), R20 (0.0%)",R25,7.2,TRUE,28.83601513
Wilson,6107,Secondary,Rossmoyne Senior High School,FALSE,,,Rossmoyne Senior High School,"R25 (7.2%), R60 (0.4%), R80 (0.1%), R20 (0.0%)",R25,7.2,TRUE,28.83601513
Winthrop,6150,Primary,Manning Primary School,TRUE,2137.823051,2138,Manning Primary School (approx ~2138 m),"R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Applecross SHS,FALSE,,,"Applecross SHS, Melville SHS","R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Applecross SHS,FALSE,,,"Rossmoyne SHS, Applecross SHS","R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Applecross Senior High School,FALSE,,,Applecross Senior High School,"R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Leeming SHS,FALSE,,,"Rossmoyne SHS, Leeming SHS","R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Melville SHS,FALSE,,,"Applecross SHS, Melville SHS","R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Rossmoyne SHS,FALSE,,,"Rossmoyne SHS, Leeming SHS","R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Rossmoyne SHS,FALSE,,,"Rossmoyne SHS, Applecross SHS","R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Winthrop,6150,Secondary,Rossmoyne Senior High School,FALSE,,,Rossmoyne Senior High School,"R20 (25.4%), R40 (0.8%)",R20,25.4,TRUE,19.5278005
Woodbridge,6056,Primary,Bayswater Primary School,TRUE,6022.487557,6022,Bayswater Primary School (approx ~6022 m),"R20/50 (8.1%), R20 (6.5%), R40 (2.0%), R60/100 (1.7%), R60/80 (1.6%), R60 (0.6%), R40/50 (0.6%)",R20/50,8.1,TRUE,36.56904922
Woodbridge,6056,Secondary,John Forrest Secondary College,TRUE,3928.769556,3929,John Forrest Secondary College (approx ~3929 m),"R20/50 (8.1%), R20 (6.5%), R40 (2.0%), R60/100 (1.7%), R60/80 (1.6%), R60 (0.6%), R40/50 (0.6%)",R20/50,8.1,TRUE,36.56904922
Woodlands,6018,Primary,Balcatta PS,TRUE,1072.134772,1072,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1072 m)",,R20,,TRUE,3.216181182
Woodlands,6018,Primary,Osborne PS,TRUE,1072.134772,1072,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1072 m)",,R20,,TRUE,3.216181182
Woodlands,6018,Primary,West Balcatta PS,TRUE,1072.134772,1072,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1072 m)",,R20,,TRUE,3.216181182
Woodlands,6018,Secondary,Balcatta SHS,FALSE,,,"Churchlands SHS, Balcatta SHS",,R20,,TRUE,3.216181182
Woodlands,6018,Secondary,Churchlands SHS,FALSE,,,"Churchlands SHS, Balcatta SHS",,R20,,TRUE,3.216181182
Woodlands,6018,Secondary,Churchlands Senior High School,FALSE,,,Churchlands Senior High School,,R20,,TRUE,3.216181182
Woodvale,6026,Primary,Nollamara Primary School,TRUE,8700.43982,8700,Nollamara Primary School (approx ~8700 m),"R20 (10.1%), R20/40 (2.6%), R30 (0.7%), R20/30 (0.7%), R40 (0.6%), R20/60 (0.5%)",R20,10.1,TRUE,51.85188642
Woodvale,6026,Secondary,Duncraig Senior High School,TRUE,2288.024551,2288,Duncraig Senior High School (approx ~2288 m),"R20 (10.1%), R20/40 (2.6%), R30 (0.7%), R20/30 (0.7%), R40 (0.6%), R20/60 (0.5%)",R20,10.1,TRUE,51.85188642
Wungong,6112,Secondary,Leeming Senior High School,TRUE,15435.30556,15435,Leeming Senior High School (approx ~15435 m),,,,TRUE,100
Yangebup,6164,Primary,Manning Primary School,TRUE,8800.666732,8801,Manning Primary School (approx ~8801 m),"R20 (40.8%), R40 (1.2%), R25 (0.4%), R30 (0.1%)",R20,40.8,TRUE,31.75584226
Yangebup,6164,Secondary,Lakelands SHS,TRUE,2708.053253,2708,"Leeming SHS, Lakelands SHS (approx ~2708 m)","R20 (40.8%), R40 (1.2%), R25 (0.4%), R30 (0.1%)",R20,40.8,TRUE,31.75584226
Yangebup,6164,Secondary,Leeming SHS,TRUE,2708.053253,2708,"Leeming SHS, Lakelands SHS (approx ~2708 m)","R20 (40.8%), R40 (1.2%), R25 (0.4%), R30 (0.1%)",R20,40.8,TRUE,31.75584226
Yokine,6060,Primary,Coolbinia PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS",,R30,,TRUE,0.538507185
Yokine,6060,Primary,Coolbinia Primary School,FALSE,,,Coolbinia Primary School,,R30,,TRUE,0.538507185
Yokine,6060,Primary,Kyilla PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS",,R30,,TRUE,0.538507185
Yokine,6060,Primary,Nollamara PS,FALSE,,,"Tuart Hill PS, Nollamara PS",,R30,,TRUE,0.538507185
Yokine,6060,Primary,Nollamara Primary School,FALSE,,,Nollamara Primary School,,R30,,TRUE,0.538507185
Yokine,6060,Primary,Sutherland Dianella Primary School,FALSE,,,Sutherland Dianella Primary School,,R30,,TRUE,0.538507185
Yokine,6060,Primary,Tuart Hill PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS",,R30,,TRUE,0.538507185
Yokine,6060,Primary,Tuart Hill PS,FALSE,,,"Tuart Hill PS, Nollamara PS",,R30,,TRUE,0.538507185
Yokine,6060,Primary,Tuart Hill Primary School,FALSE,,,Tuart Hill Primary School,,R30,,TRUE,0.538507185
Yokine,6060,Primary,Yokine Primary School,FALSE,,,Yokine Primary School,,R30,,TRUE,0.538507185
Yokine,6060,Secondary,Bob Hawke College,FALSE,,,"Bob Hawke College, Dianella Secondary College",,R30,,TRUE,0.538507185
Yokine,6060,Secondary,Dianella Secondary College,FALSE,,,"Bob Hawke College, Dianella Secondary College",,R30,,TRUE,0.538507185
Yokine,6060,Secondary,John Forrest Secondary College,FALSE,,,John Forrest Secondary College,,R30,,TRUE,0.538507185
Yokine,6060,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,,R30,,TRUE,0.538507185
